zipcode,disadvantaged,index_change,t1_index_perc,t1_age_perc,t1_edu_perc,t1_income_perc,t1_house_perc,t2_index_perc,t2_age_perc,t2_edu_perc,t2_income_perc,t2_house_perc,count_listings,count_reviews,price,bedrooms,star_rating,review_rating_location,review_len,location_words_perc,sent_comp,sent_comp_location,lda_1,lda_2,lda_3,lda_4,lda_5,dtv_1,dtv_2,dtv_3,dtv_4,dtv_5,dtv_6,dtv_7,dtv_8,dtv_9,dtv_10,dtv_11,dtv_12,dtv_13,dtv_14,dtv_15,dtv_16,dtv_17,dtv_18,dtv_19,dtv_20,dtv_21,dtv_22,dtv_23,dtv_24,dtv_25
90230.0,False,10.877192982456135,71.57894736842105,31.2280701754386,84.56140350877193,70.87719298245614,69.12280701754386,82.45614035087719,39.64912280701754,84.91228070175438,82.10526315789474,74.03508771929825,275,6057,109.8357664233577,1.1831501831501832,4.763803680981595,9.505555555555556,22.395844246551427,0.18307862688142776,0.8491245329142656,0.8839439624205582,0.12510799667637806,0.0699332589668994,0.13519190011963295,0.3536354742403693,0.3109239995528695,0.08077128579453469,0.05177802938607344,0.17286281991395305,-0.032522395523196086,-0.11724718449252924,-0.016163713805652586,0.08134925300053407,-0.005396313159417761,0.1782449050595718,0.01717017557589275,-0.09983357160135667,0.020204621351776246,0.036583926680049186,0.0252942236790934,-0.1549544841249035,-0.027690131405076486,-0.04595899364262762,-0.01782361892922767,-0.047956483514497855,0.07852721794064257,0.14794218207831955,-0.19461776326857147,0.10427809478126936,0.035946658954679224,-0.016228545926686332
90232.0,False,16.842105263157894,63.157894736842096,53.33333333333334,68.42105263157895,51.2280701754386,59.29824561403509,80.0,62.807017543859644,80.70175438596492,64.21052631578948,66.66666666666667,259,6772,149.14341085271317,1.3527131782945736,4.833333333333333,9.788571428571428,22.72891287586739,0.22743962773785684,0.8537541249036238,0.8830135482465693,0.1670272770233642,0.055446450220695255,0.1183090908750145,0.3270264160700872,0.32670025226438193,0.07204917108128188,0.0716535327011743,0.18288539045451907,-0.02669979593314202,-0.1215962010933504,-0.013138825329274273,0.09218048143828586,-0.011407936600636341,0.1790285688714999,0.016153862804282174,-0.10575969299347417,0.01956407128902549,0.03842930459462642,0.016483232439087003,-0.1527181842909905,-0.04691434990634152,-0.02964602680564944,-0.027591444034421632,-0.05603584981644828,0.07433612056755272,0.14375401114458253,-0.21978998979336906,0.09315630387873053,0.027256406270877786,-0.025200044469795548
90293.0,False,7.0175438596491215,88.0701754385965,29.47368421052632,92.63157894736842,93.33333333333331,77.54385964912281,95.08771929824562,79.64912280701755,87.36842105263158,91.57894736842104,75.78947368421052,275,4613,174.49454545454552,1.4181818181818182,4.7465753424657535,9.640718562874252,23.554894784995426,0.2237647439923937,0.8472778819762123,0.8857281708509944,0.18225388623129027,0.08763952207306787,0.13507465004246966,0.33273169569554417,0.2574488865739895,0.08325569498331298,0.07748840210397888,0.15940070432488296,-0.03349282465140523,-0.12895705535763335,0.014682516240864791,0.09971003165096427,-0.030775232467175787,0.14635039406355754,0.00940838654305264,-0.09036901368772814,0.03225793153364788,0.03968041887286095,0.019417155211242848,-0.15181886118103302,-0.018944153812780983,-0.0331199657339734,-0.032370266267275016,-0.05052127194700199,0.056033515916147934,0.14107162162894354,-0.20521597566668826,0.12499430501511205,0.05159088844716917,-0.040522777799954
90066.0,False,9.122807017543863,83.85964912280701,85.26315789473685,72.98245614035088,59.29824561403509,68.42105263157895,92.98245614035088,87.01754385964912,79.29824561403508,68.0701754385965,76.49122807017544,1405,32062,120.22158684774841,1.2913385826771653,4.725943970767356,9.493989071038252,22.944359451909005,0.19035166736283612,0.8542043534654783,0.8896929001940953,0.14544283668414598,0.06816856490364613,0.1358029049115551,0.34359521935014353,0.3016187127866545,0.08990461791702317,0.06586815920518868,0.17510709523517728,-0.03363145122978976,-0.1250471777177221,-0.008772236297248829,0.09929517615790903,-0.02394054602666309,0.16269465804553865,0.011387193748180691,-0.10900534109679824,0.02326255893788336,0.032191676311842235,0.025850177569325228,-0.16166650723307854,-0.028904892819111294,-0.04915986507183561,-0.021879173534830786,-0.05501416328399082,0.06277282934147213,0.16205028140631178,-0.2028388323651716,0.11502076555728068,0.0425032153528721,-0.022956648665741552
90036.0,False,-2.456140350877192,98.59649122807018,96.84210526315788,94.03508771929823,76.14035087719299,87.36842105263158,96.14035087719299,91.57894736842104,87.71929824561407,77.19298245614036,82.80701754385964,2066,35894,146.41087906750852,1.3398247322297956,4.721135940409684,9.814901960784313,22.718010250940658,0.2362760477108771,0.8230242171066277,0.8760336047817715,0.1526974640962466,0.08252280046862888,0.1464663925738922,0.41311290620228014,0.2002025883603652,0.07584473585063274,0.07764609403429554,0.16486370589808524,-0.02233229834466693,-0.1169322325990094,-0.01747583091555964,0.07144813454946054,-0.02591931288560884,0.17735340534109634,0.0018011587916009371,-0.09980071699309664,0.027940089236965896,0.029556333075956214,0.024484490858087283,-0.13825923660017347,-0.035587881337294465,-0.02914968973447035,-0.007835555879693036,-0.03627848585824242,0.09320905564573784,0.14619882897903946,-0.2260415896988017,0.0968506801275262,0.029326034339091006,-0.01126737666667647
90046.0,False,1.7543859649122882,94.91228070175438,99.64912280701756,88.0701754385965,59.649122807017534,74.73684210526315,96.66666666666669,98.94736842105264,92.98245614035088,72.98245614035088,76.14035087719299,2484,48073,210.4061613295501,1.3766761479073548,4.723366477272728,9.791172595520422,22.84144320906911,0.21660244183099173,0.8229223370394594,0.8732695021258241,0.15320241694140255,0.08337348447192858,0.14175423453741648,0.3917531772682751,0.22488966712192945,0.0689662482652718,0.06838090294443169,0.16931516177338546,-0.03333822411771468,-0.11706466400713544,-0.0023647473092666804,0.07329243598893193,-0.028778916289864943,0.18415566491605734,-0.015613370302263953,-0.10725172771866873,0.03683934755683761,0.03383660084885993,0.020458519729253763,-0.13949527937007444,-0.02694164222059154,-0.024396992979375663,-0.0015006316075390964,-0.04365081672906558,0.08986197252202531,0.15383356996337846,-0.2305313663059885,0.09815232973413617,0.038243687791316726,-0.017954830169654545
90034.0,False,5.789473684210535,86.84210526315788,97.19298245614037,80.35087719298245,43.157894736842096,70.87719298245614,92.63157894736842,97.5438596491228,82.80701754385964,57.54385964912281,69.12280701754386,991,16346,101.375,1.1464903357070193,4.708872458410351,9.460342146189737,21.695228821811103,0.19763293971931,0.8142422525154172,0.8607058446757406,0.13519401271065473,0.0792592994799231,0.16590187093886855,0.4019827726897105,0.21284118743014244,0.08991743750891698,0.06557499329736934,0.16708617365066775,-0.03952170118413188,-0.1213347558621066,-0.018639334382852143,0.06653357968811159,-0.017850821067261782,0.17447617213030636,0.004577037560924237,-0.09957132996471528,0.022272156718413514,0.04383454258270514,0.02405147156171232,-0.14599633036648518,-0.028563364245320962,-0.05056430373161589,-0.012712936876892794,-0.03899787395266127,0.07921098927093077,0.15430195860099236,-0.20390484073037404,0.11645515851695933,0.034013428483228435,-0.006694276161099314
90039.0,False,23.333333333333343,67.36842105263158,80.35087719298245,67.36842105263158,54.73684210526316,43.157894736842096,90.70175438596493,89.12280701754385,74.03508771929825,73.33333333333333,64.56140350877193,676,16875,138.2352071005917,1.3736920777279522,4.842482100238663,9.71895424836601,24.269331705828506,0.1927736681915535,0.8730602319194385,0.9021442052221712,0.11491361575716692,0.05707648030755349,0.12184115543968345,0.3138659991595643,0.3865153017888391,0.06923752671833176,0.07800189882588905,0.2005370091017709,-0.042251975126726495,-0.1279215850084414,-0.01936232981565105,0.1011226414094785,-0.02064475800283357,0.17147195742037907,0.012640124068112137,-0.12337482729019485,0.04283779272750387,0.027338521162848253,0.002196950936604855,-0.155735216814887,-0.04627409970427356,-0.010576666058609378,-0.016494982409835792,-0.08588497438454927,0.06728169798651114,0.16752924632655786,-0.2283483208920749,0.07384355096358104,0.03469312937021138,-0.013426152145592595
90021.0,True,-0.7017543859649122,3.5087719298245608,38.24561403508772,19.649122807017545,3.1578947368421053,2.8070175438596485,2.8070175438596485,9.12280701754386,10.175438596491228,3.8596491228070176,3.1578947368421053,207,3360,189.83574879227046,1.019417475728155,4.612068965517241,8.312000000000001,22.101297096973443,0.16499646818967487,0.7898359172328597,0.8330689544235925,0.10545084918397604,0.0893675636289005,0.16828080202602974,0.3309363292655583,0.30124775071584103,0.08072067327485198,0.029210173511541718,0.17560006551291515,-0.033474325749104465,-0.10470581024339698,0.0038480077287965228,0.057203185891419525,-0.032500147227299235,0.1973529844117169,0.007535745923034653,-0.11948423334564195,0.0036144926485619133,0.06310590448321213,0.05020394741272055,-0.13593487076061986,-0.015552923297834882,-0.0004660697536418781,-0.02299377989217117,-0.0558309223641167,0.09941112320741484,0.1711433244882739,-0.21397449727526247,0.06592340007150717,0.05265876044283786,-0.022365045169922698
90291.0,False,14.736842105263165,82.45614035087719,96.14035087719299,75.43859649122807,48.42105263157895,60.70175438596491,97.19298245614037,93.68421052631581,86.66666666666669,80.0,81.05263157894737,3246,87008,192.66131522074718,1.3335397956023536,4.6980854197349045,9.741234567901234,23.24747450509898,0.2695295897335054,0.8406978884223155,0.8758504526897757,0.25218336653209056,0.06730528047216702,0.13249080425632273,0.31166289448789497,0.2311874069637956,0.10465029590838593,0.06814405278597857,0.18119152800744825,-0.01947692628714556,-0.12264235669513053,0.027066442564406355,0.10230585001013616,-0.042304833738067364,0.1386445551697478,-0.018413892399388777,-0.1104570164094527,0.023014231914427474,0.022398221076782864,0.011597496205983944,-0.16831285439728585,-0.014410487877352026,-0.012650507139152093,-0.04078501171420066,-0.0437890866650333,0.056409004825281585,0.15082896275196153,-0.20947669726858315,0.1064608541238705,0.03902330542234806,-0.06351040890514416
